show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s497,Movie,Journey to Storm,Zoya Akhtar,Prabhas; Ranbir Kapoor; Shah Rukh Khan; Scarlett Johansson,India,"December 28, 2023",2010,PG-13,99 min,"Action & Adventure, Documentaries, Kids' TV","A heartfelt Action & Adventure exploring family, friendship, and dreams in India."
s498,Movie,Echoes of Chaos,Christopher Nolan,Alia Bhatt; Deepika Padukone; Scarlett Johansson; Ram Charan,India,"March 18, 2020",2016,TV-G,112 min,"Horror Movies, Thrillers, Comedies","A Horror Movies story set in India, following Alia Bhatt on an unexpected journey."
s499,TV Show,Shadows of Code,Martin Scorsese,N. T. Rama Rao Jr.; Chris Hemsworth,India,"September 01, 2019",1999,PG-13,8 Seasons,"Thrillers, Kids' TV, Documentaries","N. T. Rama Rao Jr. stars in this gripping Thrillers about choices, fate, and second chances."
s500,Movie,City of Memories,S. S. Rajamouli,Deepika Padukone; Ram Charan; Emma Stone; Robert Downey Jr.,France,"December 28, 2020",1981,TV-MA,130 min,"Comedies, Sci-Fi & Fantasy","When everything goes wrong, Robert Downey Jr. must fight to set things right in this Comedies."
s501,TV Show,Return of Universe,Greta Gerwig,Ryan Gosling; Vijay Deverakonda; Emma Stone; Dhanush,Brazil,"June 06, 2019",1999,TV-MA,3 Seasons,"Action & Adventure, Documentaries","Ryan Gosling stars in this gripping Action & Adventure about choices, fate, and second chances."
s502,Movie,Echoes of Memories,David Fincher,Ranbir Kapoor; Emma Stone; Alia Bhatt,France,"June 11, 2024",2020,TV-G,148 min,"Sci-Fi & Fantasy, Horror Movies","When everything goes wrong, Ranbir Kapoor must fight to set things right in this Sci-Fi & Fantasy."
s503,TV Show,Chronicles of Storm,Christopher Nolan,Leonardo DiCaprio; Dhanush,United Kingdom,"April 15, 2023",2008,R,8 Seasons,"Dramas, Thrillers, Documentaries","A Dramas story set in United Kingdom, following Dhanush on an unexpected journey."
s504,TV Show,Battle for Love,Christopher Nolan,Ram Charan; Scarlett Johansson,South Korea,"April 08, 2023",2017,PG,5 Seasons,"Dramas, Anime, Crime TV Shows","Scarlett Johansson stars in this gripping Dramas about choices, fate, and second chances."
s505,Movie,Mystery of Warrior,Rajkumar Hirani,Ram Charan; Tom Cruise,Germany,"March 16, 2021",1984,PG-13,162 min,"Romantic Movies, Comedies, Crime TV Shows","When everything goes wrong, Tom Cruise must fight to set things right in this Romantic Movies."
s506,TV Show,Voices in Warrior,Christopher Nolan,Tom Cruise; Ryan Gosling,Canada,"April 06, 2020",2002,R,4 Seasons,"Crime TV Shows, Thrillers","A heartfelt Crime TV Shows exploring family, friendship, and dreams in Canada."
s507,TV Show,Dreams of Kings,Martin Scorsese,N. T. Rama Rao Jr.; Scarlett Johansson; Ram Charan,Brazil,"April 26, 2022",2003,TV-G,8 Seasons,"Action & Adventure, Horror Movies","When everything goes wrong, N. T. Rama Rao Jr. must fight to set things right in this Action & Adventure."
s508,Movie,The Last Destiny,Martin Scorsese,Leonardo DiCaprio; Tom Cruise,South Korea,"February 18, 2016",2006,R,118 min,"Sci-Fi & Fantasy, Kids' TV","In South Korea, a group of strangers cross paths in this emotional Sci-Fi & Fantasy."
s509,TV Show,Battle for Revenge,James Cameron,Leonardo DiCaprio; Ram Charan,Japan,"May 11, 2015",1984,PG-13,7 Seasons,"Comedies, Action & Adventure","In Japan, a group of strangers cross paths in this emotional Comedies."
s510,TV Show,Echoes of Memories,Karan Johar,Deepika Padukone; Dhanush,United Kingdom,"July 27, 2024",2024,TV-G,2 Seasons,"Mystery, Anime","A Mystery story set in United Kingdom, following Deepika Padukone on an unexpected journey."
s511,Movie,Escape from Kings,Rajkumar Hirani,Alia Bhatt; Prabhas,Brazil,"April 28, 2016",1993,PG-13,100 min,"Mystery, Anime, Crime TV Shows","Alia Bhatt stars in this gripping Mystery about choices, fate, and second chances."
s512,TV Show,Battle for Kota,Karan Johar,Alia Bhatt; Ram Charan,Canada,"December 04, 2019",2006,TV-G,1 Seasons,"Sci-Fi & Fantasy, Romantic Movies, Horror Movies","In Canada, a group of strangers cross paths in this emotional Sci-Fi & Fantasy."
s513,TV Show,Voices in Memories,Spike Lee,Ryan Gosling; Emma Stone; Dhanush,Canada,"September 12, 2016",2013,R,4 Seasons,"Action & Adventure, Anime, Mystery","In Canada, a group of strangers cross paths in this emotional Action & Adventure."
s514,Movie,The Last Time,Zoya Akhtar,Chris Hemsworth; Ryan Gosling,Japan,"October 13, 2015",1985,PG-13,120 min,"Romantic Movies, Anime","Chris Hemsworth stars in this gripping Romantic Movies about choices, fate, and second chances."
s515,Movie,Voices in Chaos,James Cameron,Tom Cruise; Scarlett Johansson; Dhanush; Emma Stone,Mexico,"March 17, 2021",1999,TV-PG,175 min,"Horror Movies, Dramas, Documentaries","When everything goes wrong, Scarlett Johansson must fight to set things right in this Horror Movies."
s516,TV Show,Battle for Silence,James Cameron,Dhanush; Ryan Gosling,Germany,"December 14, 2024",2021,R,4 Seasons,"Documentaries, Dramas","Ryan Gosling stars in this gripping Documentaries about choices, fate, and second chances."
s517,TV Show,Dreams of Time,David Fincher,Tom Cruise; Deepika Padukone,Germany,"June 28, 2023",2020,TV-14,1 Seasons,"Dramas, Documentaries, Horror Movies","A Dramas story set in Germany, following Tom Cruise on an unexpected journey."
s518,TV Show,Mystery of Kings,Greta Gerwig,Ryan Gosling; Robert Downey Jr.; Chris Hemsworth; N. T. Rama Rao Jr.,Brazil,"May 25, 2016",2008,PG-13,1 Seasons,"Anime, Sci-Fi & Fantasy, Thrillers","In Brazil, a group of strangers cross paths in this emotional Anime."
s519,TV Show,Dreams of Time,Greta Gerwig,Ranbir Kapoor; Ryan Gosling; Scarlett Johansson; Deepika Padukone,Mexico,"October 11, 2017",1986,PG-13,4 Seasons,"Horror Movies, Comedies, Action & Adventure","A Horror Movies story set in Mexico, following Deepika Padukone on an unexpected journey."
s520,Movie,Escape from Warrior,Christopher Nolan,Ranbir Kapoor; Shah Rukh Khan; Alia Bhatt,South Korea,"November 16, 2015",2003,TV-PG,147 min,"Romantic Movies, Documentaries, Thrillers","When everything goes wrong, Shah Rukh Khan must fight to set things right in this Romantic Movies."
s521,TV Show,Escape from Destiny,Spike Lee,Leonardo DiCaprio; Prabhas; Deepika Padukone,United Kingdom,"June 08, 2020",2009,TV-14,2 Seasons,"Mystery, Anime","Deepika Padukone stars in this gripping Mystery about choices, fate, and second chances."
s522,TV Show,Legend of Storm,S. S. Rajamouli,Ram Charan; Robert Downey Jr.; Dhanush; Leonardo DiCaprio,Australia,"April 01, 2018",1982,PG,3 Seasons,"Comedies, Horror Movies, Romantic Movies","A Comedies story set in Australia, following Leonardo DiCaprio on an unexpected journey."
s523,Movie,Journey to Memories,Martin Scorsese,Ram Charan; Chris Hemsworth; Ranbir Kapoor; Vijay Deverakonda,Canada,"January 19, 2017",2011,TV-MA,95 min,"Crime TV Shows, Comedies, Dramas","A heartfelt Crime TV Shows exploring family, friendship, and dreams in Canada."
s524,TV Show,Return of Queens,Karan Johar,Vijay Deverakonda; Ram Charan; Ryan Gosling,Australia,"June 27, 2016",1988,PG,8 Seasons,"Anime, Action & Adventure, Horror Movies","A heartfelt Anime exploring family, friendship, and dreams in Australia."
s525,TV Show,Dreams of Destiny,Anubhav Sinha,N. T. Rama Rao Jr.; Leonardo DiCaprio,Japan,"July 07, 2015",2008,TV-PG,5 Seasons,"Thrillers, Action & Adventure","A heartfelt Thrillers exploring family, friendship, and dreams in Japan."
s526,Movie,Return of Warrior,James Cameron,Prabhas; Alia Bhatt; Tom Cruise; Deepika Padukone,Australia,"July 01, 2023",1983,PG,146 min,"Sci-Fi & Fantasy, Kids' TV, Dramas","A Sci-Fi & Fantasy story set in Australia, following Alia Bhatt on an unexpected journey."
s527,TV Show,Journey to Kota,David Fincher,Dhanush; Robert Downey Jr.,Japan,"October 21, 2021",2000,R,1 Seasons,"Anime, Horror Movies","A Anime story set in Japan, following Robert Downey Jr. on an unexpected journey."
s528,TV Show,Legend of Time,Anubhav Sinha,Prabhas; Robert Downey Jr.; Dhanush,Japan,"November 19, 2016",1998,TV-14,3 Seasons,"Documentaries, Action & Adventure","Dhanush stars in this gripping Documentaries about choices, fate, and second chances."
s529,Movie,Journey to Universe,Patty Jenkins,Leonardo DiCaprio; Chris Hemsworth; Ryan Gosling,United States,"May 05, 2018",2004,TV-MA,120 min,"Action & Adventure, Romantic Movies, Horror Movies","A Action & Adventure story set in United States, following Leonardo DiCaprio on an unexpected journey."
s530,Movie,Return of Memories,David Fincher,Shah Rukh Khan; Vijay Deverakonda; Deepika Padukone; N. T. Rama Rao Jr.,Japan,"April 27, 2019",1987,PG-13,87 min,"Horror Movies, Kids' TV, Anime","When everything goes wrong, Shah Rukh Khan must fight to set things right in this Horror Movies."
s531,Movie,Chronicles of Queens,Christopher Nolan,Alia Bhatt; Vijay Deverakonda; N. T. Rama Rao Jr.,Japan,"April 22, 2022",1988,PG-13,152 min,"Romantic Movies, Comedies, Kids' TV","In Japan, a group of strangers cross paths in this emotional Romantic Movies."
s532,Movie,The Last Code,David Fincher,Ram Charan; Dhanush; Deepika Padukone; Shah Rukh Khan,United States,"January 05, 2015",2009,TV-G,159 min,"Documentaries, Dramas","In United States, a group of strangers cross paths in this emotional Documentaries."
s533,TV Show,Return of Time,James Cameron,Ryan Gosling; Ram Charan; Emma Stone,Canada,"July 24, 2021",2012,PG-13,1 Seasons,"Action & Adventure, Horror Movies","A Action & Adventure story set in Canada, following Emma Stone on an unexpected journey."
s534,Movie,Chronicles of Warrior,Spike Lee,Deepika Padukone; Dhanush; Scarlett Johansson; Alia Bhatt,Australia,"August 29, 2020",2000,TV-PG,123 min,"Thrillers, Anime, Documentaries","In Australia, a group of strangers cross paths in this emotional Thrillers."
s535,Movie,Battle for Code,Zoya Akhtar,Emma Stone; Chris Hemsworth; Ryan Gosling; Prabhas,Brazil,"January 09, 2015",2010,TV-MA,81 min,"Thrillers, Romantic Movies","When everything goes wrong, Prabhas must fight to set things right in this Thrillers."
s536,Movie,Secret of Queens,James Cameron,Prabhas; Deepika Padukone; Chris Hemsworth; Emma Stone,South Korea,"July 16, 2022",1987,PG-13,128 min,"Kids' TV, Romantic Movies, Action & Adventure","A Kids' TV story set in South Korea, following Prabhas on an unexpected journey."
s537,TV Show,Secret of Love,Karan Johar,Dhanush; Chris Hemsworth,Canada,"May 02, 2023",1981,TV-G,5 Seasons,"Thrillers, Sci-Fi & Fantasy, Comedies","Chris Hemsworth stars in this gripping Thrillers about choices, fate, and second chances."
s538,Movie,Mystery of Chaos,Zoya Akhtar,Robert Downey Jr.; Ranbir Kapoor; Shah Rukh Khan,Mexico,"December 05, 2022",2018,TV-14,80 min,"Sci-Fi & Fantasy, Comedies, Horror Movies","Ranbir Kapoor stars in this gripping Sci-Fi & Fantasy about choices, fate, and second chances."
s539,Movie,Dreams of Warrior,James Cameron,Leonardo DiCaprio; Robert Downey Jr.; Tom Cruise; Prabhas,Mexico,"September 24, 2015",1988,PG-13,152 min,"Sci-Fi & Fantasy, Documentaries, Dramas","A heartfelt Sci-Fi & Fantasy exploring family, friendship, and dreams in Mexico."
s540,TV Show,Battle for Queens,Christopher Nolan,Robert Downey Jr.; Ram Charan; Leonardo DiCaprio,France,"June 20, 2024",2006,PG-13,2 Seasons,"Thrillers, Anime, Horror Movies","Robert Downey Jr. stars in this gripping Thrillers about choices, fate, and second chances."
s541,Movie,Return of Code,Greta Gerwig,Dhanush; Leonardo DiCaprio; Chris Hemsworth,France,"March 08, 2017",2001,TV-MA,153 min,"Dramas, Anime","Dhanush stars in this gripping Dramas about choices, fate, and second chances."
s542,Movie,Return of Memories,Karan Johar,Prabhas; Emma Stone; Dhanush,India,"April 25, 2015",2010,R,83 min,"Kids' TV, Documentaries, Sci-Fi & Fantasy","In India, a group of strangers cross paths in this emotional Kids' TV."
s543,Movie,The Last Code,Karan Johar,Shah Rukh Khan; Robert Downey Jr.; N. T. Rama Rao Jr.; Tom Cruise,Australia,"December 02, 2019",1986,TV-PG,137 min,"Kids' TV, Comedies","When everything goes wrong, Shah Rukh Khan must fight to set things right in this Kids' TV."
s544,TV Show,The Last Chaos,Spike Lee,Ranbir Kapoor; Chris Hemsworth,South Korea,"August 13, 2015",1999,PG,7 Seasons,"Comedies, Mystery","In South Korea, a group of strangers cross paths in this emotional Comedies."
s545,TV Show,Voices in Love,Anubhav Sinha,Ram Charan; Alia Bhatt,Australia,"October 31, 2023",2022,PG,1 Seasons,"Anime, Crime TV Shows, Romantic Movies","In Australia, a group of strangers cross paths in this emotional Anime."
s546,Movie,Battle for Storm,Zoya Akhtar,Emma Stone; Tom Cruise; Alia Bhatt; Robert Downey Jr.,India,"February 20, 2015",1984,PG,104 min,"Kids' TV, Mystery","When everything goes wrong, Alia Bhatt must fight to set things right in this Kids' TV."
s547,TV Show,Voices in Chaos,Spike Lee,Dhanush; Prabhas; Alia Bhatt; Vijay Deverakonda,United States,"September 05, 2015",1988,PG-13,7 Seasons,"Crime TV Shows, Documentaries, Thrillers","Prabhas stars in this gripping Crime TV Shows about choices, fate, and second chances."
s548,TV Show,Shadows of Revenge,Greta Gerwig,Emma Stone; Ranbir Kapoor; Leonardo DiCaprio; Chris Hemsworth,Japan,"July 30, 2021",1989,TV-MA,4 Seasons,"Crime TV Shows, Romantic Movies","Ranbir Kapoor stars in this gripping Crime TV Shows about choices, fate, and second chances."
s549,Movie,Journey to Silence,Karan Johar,Vijay Deverakonda; Ryan Gosling,Mexico,"March 29, 2020",2018,TV-PG,122 min,"Kids' TV, Thrillers, Documentaries","A Kids' TV story set in Mexico, following Vijay Deverakonda on an unexpected journey."
s550,TV Show,Chronicles of Time,Christopher Nolan,Shah Rukh Khan; Dhanush; Chris Hemsworth,Brazil,"July 02, 2017",1994,R,4 Seasons,"Sci-Fi & Fantasy, Romantic Movies, Anime","A Sci-Fi & Fantasy story set in Brazil, following Shah Rukh Khan on an unexpected journey."
s551,TV Show,Chronicles of Revenge,Christopher Nolan,Ryan Gosling; Chris Hemsworth,Japan,"April 16, 2016",1989,PG-13,8 Seasons,"Sci-Fi & Fantasy, Dramas, Mystery","Chris Hemsworth stars in this gripping Sci-Fi & Fantasy about choices, fate, and second chances."
s552,Movie,Secret of Warrior,Greta Gerwig,Leonardo DiCaprio; Vijay Deverakonda; Ram Charan; Deepika Padukone,Canada,"January 01, 2017",1992,TV-MA,102 min,"Documentaries, Dramas","When everything goes wrong, Vijay Deverakonda must fight to set things right in this Documentaries."
s553,Movie,Rise of Code,Karan Johar,Tom Cruise; Shah Rukh Khan,Canada,"February 23, 2019",2003,TV-PG,101 min,"Crime TV Shows, Comedies, Mystery","Tom Cruise stars in this gripping Crime TV Shows about choices, fate, and second chances."
s554,Movie,Legend of Queens,Rajkumar Hirani,Ryan Gosling; Leonardo DiCaprio; Tom Cruise,France,"February 18, 2022",1995,TV-MA,177 min,"Kids' TV, Crime TV Shows","In France, a group of strangers cross paths in this emotional Kids' TV."
s555,Movie,Return of Kota,Christopher Nolan,Deepika Padukone; Ram Charan; Prabhas; Vijay Deverakonda,Australia,"December 07, 2024",2011,TV-14,173 min,"Comedies, Mystery, Thrillers","A heartfelt Comedies exploring family, friendship, and dreams in Australia."
s556,TV Show,City of Code,Zoya Akhtar,Dhanush; Prabhas; Leonardo DiCaprio; Ryan Gosling,Germany,"November 22, 2020",2010,TV-PG,8 Seasons,"Anime, Thrillers, Romantic Movies","Dhanush stars in this gripping Anime about choices, fate, and second chances."
s557,Movie,Rise of Queens,David Fincher,Shah Rukh Khan; Scarlett Johansson; Alia Bhatt,Spain,"October 07, 2019",2004,PG,100 min,"Horror Movies, Kids' TV, Comedies","In Spain, a group of strangers cross paths in this emotional Horror Movies."
s558,TV Show,Shadows of Queens,Rajkumar Hirani,Shah Rukh Khan; Tom Cruise; Chris Hemsworth,South Korea,"September 29, 2020",2019,PG-13,7 Seasons,"Anime, Romantic Movies, Mystery","In South Korea, a group of strangers cross paths in this emotional Anime."
s559,TV Show,Voices in Revenge,Anubhav Sinha,Leonardo DiCaprio; Shah Rukh Khan,Canada,"December 23, 2017",1984,PG-13,2 Seasons,"Documentaries, Horror Movies","A Documentaries story set in Canada, following Leonardo DiCaprio on an unexpected journey."
s560,Movie,Rise of Universe,Karan Johar,Scarlett Johansson; Leonardo DiCaprio,Canada,"July 28, 2022",2001,PG-13,118 min,"Mystery, Sci-Fi & Fantasy, Kids' TV","A Mystery story set in Canada, following Leonardo DiCaprio on an unexpected journey."
s561,TV Show,Chronicles of Revenge,Greta Gerwig,N. T. Rama Rao Jr.; Scarlett Johansson; Ram Charan,Australia,"July 01, 2023",2021,TV-MA,8 Seasons,"Thrillers, Romantic Movies","Ram Charan stars in this gripping Thrillers about choices, fate, and second chances."
s562,TV Show,Escape from Universe,David Fincher,Dhanush; Ryan Gosling; Ram Charan; Shah Rukh Khan,Germany,"November 18, 2023",1985,PG-13,4 Seasons,"Romantic Movies, Sci-Fi & Fantasy, Crime TV Shows","In Germany, a group of strangers cross paths in this emotional Romantic Movies."
s563,Movie,Echoes of Queens,Patty Jenkins,Tom Cruise; Ryan Gosling,United States,"August 09, 2020",2002,PG-13,108 min,"Romantic Movies, Mystery, Anime","In United States, a group of strangers cross paths in this emotional Romantic Movies."
s564,Movie,Journey to Empire,Patty Jenkins,Ranbir Kapoor; Prabhas,Germany,"May 16, 2021",2020,TV-G,157 min,"Kids' TV, Romantic Movies, Sci-Fi & Fantasy","Prabhas stars in this gripping Kids' TV about choices, fate, and second chances."
s565,TV Show,Chronicles of Empire,S. S. Rajamouli,Dhanush; Emma Stone; Ranbir Kapoor,India,"December 03, 2016",1986,TV-PG,3 Seasons,"Dramas, Comedies, Sci-Fi & Fantasy","In India, a group of strangers cross paths in this emotional Dramas."
s566,Movie,Rise of Chaos,David Fincher,Prabhas; Shah Rukh Khan; Chris Hemsworth,Germany,"October 24, 2020",1980,TV-14,121 min,"Romantic Movies, Action & Adventure, Comedies","When everything goes wrong, Shah Rukh Khan must fight to set things right in this Romantic Movies."
s567,Movie,Mystery of Storm,Anubhav Sinha,Ranbir Kapoor; Ram Charan,Canada,"June 22, 2018",2007,TV-G,170 min,"Thrillers, Action & Adventure, Kids' TV","A heartfelt Thrillers exploring family, friendship, and dreams in Canada."
s568,TV Show,Escape from Memories,Greta Gerwig,Chris Hemsworth; Prabhas,South Korea,"September 20, 2015",2005,PG,4 Seasons,"Crime TV Shows, Thrillers, Anime","A Crime TV Shows story set in South Korea, following Chris Hemsworth on an unexpected journey."
s569,TV Show,Voices in Love,James Cameron,Ryan Gosling; Vijay Deverakonda; Ram Charan,Mexico,"November 20, 2023",1999,R,3 Seasons,"Romantic Movies, Action & Adventure","When everything goes wrong, Ram Charan must fight to set things right in this Romantic Movies."
s570,TV Show,Dreams of Kings,Anubhav Sinha,Leonardo DiCaprio; Ryan Gosling; Tom Cruise; Robert Downey Jr.,France,"November 01, 2022",1982,TV-14,3 Seasons,"Documentaries, Mystery, Comedies","When everything goes wrong, Ryan Gosling must fight to set things right in this Documentaries."
s571,TV Show,The Last Memories,Rajkumar Hirani,Ryan Gosling; Robert Downey Jr.,India,"August 28, 2020",2000,R,8 Seasons,"Action & Adventure, Documentaries, Kids' TV","A Action & Adventure story set in India, following Ryan Gosling on an unexpected journey."
s572,TV Show,City of Kings,Anubhav Sinha,N. T. Rama Rao Jr.; Ram Charan; Alia Bhatt,France,"June 04, 2015",1980,PG-13,2 Seasons,"Mystery, Horror Movies","When everything goes wrong, Ram Charan must fight to set things right in this Mystery."
s573,TV Show,Mystery of Empire,S. S. Rajamouli,Shah Rukh Khan; Ryan Gosling,South Korea,"July 28, 2016",2010,TV-G,5 Seasons,"Action & Adventure, Dramas","In South Korea, a group of strangers cross paths in this emotional Action & Adventure."
s574,Movie,Dreams of Destiny,Rajkumar Hirani,N. T. Rama Rao Jr.; Prabhas; Robert Downey Jr.; Emma Stone,United States,"August 06, 2022",1997,TV-14,136 min,"Horror Movies, Sci-Fi & Fantasy","When everything goes wrong, Prabhas must fight to set things right in this Horror Movies."
s575,Movie,Shadows of Code,James Cameron,Alia Bhatt; Scarlett Johansson; Ryan Gosling; Ranbir Kapoor,South Korea,"August 03, 2015",1980,TV-MA,178 min,"Romantic Movies, Sci-Fi & Fantasy","Scarlett Johansson stars in this gripping Romantic Movies about choices, fate, and second chances."
s576,Movie,The Last Time,Christopher Nolan,Chris Hemsworth; Vijay Deverakonda; Leonardo DiCaprio,Canada,"August 17, 2022",2022,TV-MA,108 min,"Comedies, Sci-Fi & Fantasy","A Comedies story set in Canada, following Leonardo DiCaprio on an unexpected journey."
s577,TV Show,The Last Time,Karan Johar,Scarlett Johansson; Tom Cruise; Alia Bhatt; Deepika Padukone,France,"October 19, 2019",1987,TV-14,4 Seasons,"Comedies, Romantic Movies, Sci-Fi & Fantasy","A Comedies story set in France, following Alia Bhatt on an unexpected journey."
s578,TV Show,Legend of Queens,David Fincher,Shah Rukh Khan; Robert Downey Jr.; Emma Stone,Spain,"April 16, 2022",2019,PG-13,1 Seasons,"Comedies, Anime","When everything goes wrong, Emma Stone must fight to set things right in this Comedies."
s579,Movie,Rise of Warrior,Spike Lee,Leonardo DiCaprio; Ranbir Kapoor; Robert Downey Jr.; Tom Cruise,Germany,"January 28, 2022",2004,TV-PG,178 min,"Mystery, Horror Movies","When everything goes wrong, Robert Downey Jr. must fight to set things right in this Mystery."
s580,Movie,The Last Love,Karan Johar,Dhanush; Scarlett Johansson,Japan,"March 08, 2022",1994,PG,155 min,"Mystery, Sci-Fi & Fantasy","In Japan, a group of strangers cross paths in this emotional Mystery."
s581,Movie,Chronicles of Warrior,Spike Lee,Shah Rukh Khan; Tom Cruise; Robert Downey Jr.,United States,"July 17, 2016",2003,R,117 min,"Sci-Fi & Fantasy, Anime","Shah Rukh Khan stars in this gripping Sci-Fi & Fantasy about choices, fate, and second chances."
s582,TV Show,Secret of Kings,Spike Lee,Ranbir Kapoor; Vijay Deverakonda; Leonardo DiCaprio,Brazil,"October 29, 2023",1982,PG,7 Seasons,"Thrillers, Dramas, Sci-Fi & Fantasy","In Brazil, a group of strangers cross paths in this emotional Thrillers."
s583,Movie,City of Destiny,David Fincher,Robert Downey Jr.; Dhanush; Emma Stone; Alia Bhatt,Brazil,"October 22, 2022",1994,PG,128 min,"Crime TV Shows, Action & Adventure, Anime","When everything goes wrong, Robert Downey Jr. must fight to set things right in this Crime TV Shows."
s584,Movie,Return of Time,David Fincher,Ranbir Kapoor; Alia Bhatt,United Kingdom,"January 11, 2016",1991,PG,150 min,"Sci-Fi & Fantasy, Kids' TV","In United Kingdom, a group of strangers cross paths in this emotional Sci-Fi & Fantasy."
s585,Movie,Legend of Universe,Spike Lee,Shah Rukh Khan; Scarlett Johansson,United Kingdom,"October 17, 2021",1995,PG-13,116 min,"Kids' TV, Mystery, Sci-Fi & Fantasy","A Kids' TV story set in United Kingdom, following Scarlett Johansson on an unexpected journey."
s586,TV Show,Journey to Universe,Anubhav Sinha,Leonardo DiCaprio; Shah Rukh Khan; Dhanush,France,"August 31, 2020",2019,TV-PG,7 Seasons,"Action & Adventure, Dramas, Anime","In France, a group of strangers cross paths in this emotional Action & Adventure."
s587,Movie,Rise of Kings,Rajkumar Hirani,Leonardo DiCaprio; Ranbir Kapoor; Scarlett Johansson; Shah Rukh Khan,Spain,"February 01, 2020",1998,R,151 min,"Kids' TV, Comedies, Horror Movies","Shah Rukh Khan stars in this gripping Kids' TV about choices, fate, and second chances."
s588,Movie,Escape from Storm,David Fincher,Chris Hemsworth; Ram Charan,Japan,"March 11, 2023",2003,R,131 min,"Romantic Movies, Horror Movies, Anime","When everything goes wrong, Chris Hemsworth must fight to set things right in this Romantic Movies."
s589,Movie,Voices in Time,S. S. Rajamouli,Leonardo DiCaprio; Alia Bhatt; N. T. Rama Rao Jr.,France,"November 11, 2017",2002,PG,170 min,"Anime, Dramas, Romantic Movies","N. T. Rama Rao Jr. stars in this gripping Anime about choices, fate, and second chances."
s590,Movie,Mystery of Memories,Zoya Akhtar,Ryan Gosling; Emma Stone,Mexico,"August 02, 2022",1981,TV-PG,165 min,"Thrillers, Documentaries","In Mexico, a group of strangers cross paths in this emotional Thrillers."
s591,Movie,Voices in Revenge,Patty Jenkins,Leonardo DiCaprio; Chris Hemsworth; Robert Downey Jr.; N. T. Rama Rao Jr.,India,"March 24, 2022",2004,R,170 min,"Kids' TV, Crime TV Shows","N. T. Rama Rao Jr. stars in this gripping Kids' TV about choices, fate, and second chances."
s592,TV Show,City of Love,Greta Gerwig,Tom Cruise; Deepika Padukone; Dhanush; Emma Stone,France,"July 28, 2021",1999,TV-PG,7 Seasons,"Mystery, Comedies","Dhanush stars in this gripping Mystery about choices, fate, and second chances."
s593,TV Show,Echoes of Kings,Spike Lee,N. T. Rama Rao Jr.; Ryan Gosling,Spain,"January 27, 2015",1990,TV-G,8 Seasons,"Dramas, Action & Adventure","A heartfelt Dramas exploring family, friendship, and dreams in Spain."
s594,TV Show,Mystery of Universe,James Cameron,Ram Charan; Prabhas; Dhanush,Germany,"February 02, 2017",1988,TV-14,8 Seasons,"Action & Adventure, Crime TV Shows","Ram Charan stars in this gripping Action & Adventure about choices, fate, and second chances."
s595,Movie,Rise of Empire,Christopher Nolan,Leonardo DiCaprio; N. T. Rama Rao Jr.; Dhanush; Alia Bhatt,Spain,"October 10, 2024",2006,R,160 min,"Kids' TV, Mystery","A Kids' TV story set in Spain, following Dhanush on an unexpected journey."
s596,TV Show,Echoes of Destiny,S. S. Rajamouli,Prabhas; Leonardo DiCaprio; Chris Hemsworth,Australia,"August 19, 2017",2010,R,2 Seasons,"Dramas, Horror Movies","A heartfelt Dramas exploring family, friendship, and dreams in Australia."
s597,Movie,City of Code,S. S. Rajamouli,Chris Hemsworth; Scarlett Johansson,Australia,"October 31, 2020",1997,R,140 min,"Horror Movies, Romantic Movies, Mystery","In Australia, a group of strangers cross paths in this emotional Horror Movies."
s598,Movie,The Last Love,Karan Johar,N. T. Rama Rao Jr.; Scarlett Johansson; Tom Cruise; Chris Hemsworth,Germany,"October 16, 2024",2001,TV-G,92 min,"Dramas, Anime, Sci-Fi & Fantasy","A heartfelt Dramas exploring family, friendship, and dreams in Germany."
s599,TV Show,The Last Warrior,Spike Lee,Ryan Gosling; Shah Rukh Khan,Australia,"September 11, 2022",2022,TV-G,8 Seasons,"Crime TV Shows, Mystery, Sci-Fi & Fantasy","A Crime TV Shows story set in Australia, following Shah Rukh Khan on an unexpected journey."
s600,TV Show,Dreams of Time,Christopher Nolan,Emma Stone; Vijay Deverakonda; Shah Rukh Khan; Alia Bhatt,Australia,"June 07, 2020",2005,TV-PG,2 Seasons,"Horror Movies, Crime TV Shows, Comedies","A heartfelt Horror Movies exploring family, friendship, and dreams in Australia."
s601,Movie,Return of Memories,Spike Lee,Robert Downey Jr.; Prabhas,South Korea,"December 08, 2023",1985,PG-13,166 min,"Crime TV Shows, Action & Adventure, Anime","Robert Downey Jr. stars in this gripping Crime TV Shows about choices, fate, and second chances."
s602,Movie,City of Memories,Martin Scorsese,Prabhas; Robert Downey Jr.; Scarlett Johansson; Ryan Gosling,United States,"October 18, 2016",2000,R,178 min,"Documentaries, Horror Movies","Prabhas stars in this gripping Documentaries about choices, fate, and second chances."
s603,TV Show,Legend of Empire,S. S. Rajamouli,Emma Stone; Ram Charan; Alia Bhatt; Tom Cruise,Australia,"September 22, 2015",2001,R,7 Seasons,"Thrillers, Sci-Fi & Fantasy, Mystery","A Thrillers story set in Australia, following Alia Bhatt on an unexpected journey."
